user_id,time
17560,2020-11-04 13:00:00
16797,2020-11-09 12:00:00
24086,2020-11-17 15:00:00
19091,2020-11-17 09:00:00
16257,2020-11-03 19:00:00
24439,2020-11-05 18:00:00
22249,2020-11-30 18:00:00
24803,2020-11-03 15:00:00
21954,2020-11-02 18:00:00
23555,2020-11-16 17:00:00
24582,2020-11-22 17:00:00
13775,2020-11-24 21:00:00
21251,2020-11-12 12:00:00
17069,2020-11-02 16:00:00
15971,2020-11-27 16:00:00
18189,2020-11-09 19:00:00
14422,2020-11-23 12:00:00
16616,2020-11-09 15:00:00
14283,2020-11-04 15:00:00
24074,2020-11-27 20:00:00
14179,2020-11-19 21:00:00
17484,2020-11-26 16:00:00
11380,2020-11-25 13:00:00
11647,2020-11-21 17:00:00
13810,2020-11-06 12:00:00
20357,2020-11-17 20:00:00
14872,2020-11-04 23:00:00
13288,2020-11-17 20:00:00
23234,2020-11-21 11:00:00
19196,2020-11-12 19:00:00
24568,2020-11-03 17:00:00
17203,2020-11-02 12:00:00
10218,2020-11-06 18:00:00
16220,2020-11-23 22:00:00
11650,2020-11-09 23:00:00
17104,2020-11-25 15:00:00
13173,2020-11-25 15:00:00
12844,2020-11-20 20:00:00
15619,2020-11-20 21:00:00
16240,2020-11-08 21:00:00
24774,2020-11-25 21:00:00
23132,2020-11-02 16:00:00
16891,2020-11-02 20:00:00
17826,2020-11-06 15:00:00
22876,2020-11-20 14:00:00
22277,2020-11-10 19:00:00
21099,2020-11-23 11:00:00
23209,2020-11-10 19:00:00
20561,2020-11-24 18:00:00
13531,2020-11-16 18:00:00
18258,2020-11-06 12:00:00
16645,2020-11-10 11:00:00
14992,2020-11-17 21:00:00
21023,2020-11-02 13:00:00
23944,2020-11-04 22:00:00
10823,2020-11-29 17:00:00
19160,2020-11-27 12:00:00
20334,2020-11-17 12:00:00
21231,2020-11-25 17:00:00
15178,2020-11-21 12:00:00
13206,2020-11-23 15:00:00
11997,2020-11-21 11:00:00
13291,2020-11-18 17:00:00
14232,2020-11-06 17:00:00
20134,2020-11-24 12:00:00
14062,2020-11-14 14:00:00
18228,2020-11-10 23:00:00
22165,2020-11-12 18:00:00
20682,2020-11-27 12:00:00
14721,2020-11-03 16:00:00
17715,2020-11-30 12:00:00
11202,2020-11-17 15:00:00
23440,2020-11-18 11:00:00
20016,2020-11-25 20:00:00
14351,2020-11-09 23:00:00
14735,2020-11-28 21:00:00
18007,2020-11-26 00:00:00
18636,2020-11-12 12:00:00
15047,2020-11-19 14:00:00
22357,2020-11-14 18:00:00
15892,2020-11-02 22:00:00
21404,2020-11-13 12:00:00
22915,2020-11-09 16:00:00
16197,2020-11-04 17:00:00
19169,2020-11-14 11:00:00
23365,2020-11-02 12:00:00
13177,2020-11-16 13:00:00
22898,2020-11-09 15:00:00
12151,2020-11-24 00:00:00
14760,2020-11-03 14:00:00
12491,2020-11-24 23:00:00
21977,2020-11-16 12:00:00
16283,2020-11-24 11:00:00
21000,2020-11-28 19:00:00
20205,2020-11-28 22:00:00
16611,2020-11-25 12:00:00
20048,2020-11-24 19:00:00
12911,2020-11-11 20:00:00
19158,2020-11-10 11:00:00
24395,2020-11-20 12:00:00
21229,2020-11-06 18:00:00
21244,2020-11-03 15:00:00
15258,2020-11-27 19:00:00
13375,2020-11-08 20:00:00
11540,2020-11-10 19:00:00
15504,2020-11-27 15:00:00
12176,2020-11-20 15:00:00
12574,2020-11-11 17:00:00
13845,2020-11-05 13:00:00
18597,2020-11-23 13:00:00
10902,2020-11-20 22:00:00
13178,2020-11-18 16:00:00
12140,2020-11-19 13:00:00
14115,2020-11-19 17:00:00
20666,2020-11-06 19:00:00
24271,2020-11-02 13:00:00
12419,2020-11-17 18:00:00
22997,2020-11-11 14:00:00
10686,2020-11-08 23:00:00
11500,2020-11-25 11:00:00
10126,2020-11-30 14:00:00
15134,2020-11-25 12:00:00
13446,2020-11-16 13:00:00
24313,2020-11-30 20:00:00
10150,2020-11-11 11:00:00
11733,2020-11-24 20:00:00
13419,2020-11-18 18:00:00
16161,2020-11-05 12:00:00
21908,2020-11-03 17:00:00
24665,2020-11-11 17:00:00
23848,2020-11-27 11:00:00
14024,2020-11-25 18:00:00
21348,2020-11-02 17:00:00
16738,2020-11-13 00:00:00
10359,2020-11-16 12:00:00
22472,2020-11-19 11:00:00
21860,2020-11-28 11:00:00
20594,2020-11-06 14:00:00
15304,2020-11-02 16:00:00
10461,2020-11-10 15:00:00
17623,2020-11-13 17:00:00
19539,2020-11-05 18:00:00
13496,2020-11-23 15:00:00
21022,2020-11-12 15:00:00
14426,2020-11-21 12:00:00
14150,2020-11-20 21:00:00
21761,2020-11-18 17:00:00
11819,2020-11-02 12:00:00
16712,2020-11-11 19:00:00
23965,2020-11-03 14:00:00
17234,2020-11-06 13:00:00
11640,2020-11-08 18:00:00
11448,2020-11-11 12:00:00
16137,2020-11-12 12:00:00
11605,2020-11-09 19:00:00
15203,2020-11-05 21:00:00
17385,2020-11-04 12:00:00
23789,2020-11-16 11:00:00
16015,2020-11-15 20:00:00
15145,2020-11-14 20:00:00
22697,2020-11-02 16:00:00
23337,2020-11-09 02:00:00
12859,2020-11-26 12:00:00
10311,2020-11-29 12:00:00
19109,2020-11-05 16:00:00
11792,2020-11-20 13:00:00
21284,2020-11-26 00:00:00
19733,2020-11-16 18:00:00
24231,2020-11-20 19:00:00
11953,2020-11-29 17:00:00
21302,2020-11-27 12:00:00
19576,2020-11-06 13:00:00
22763,2020-11-09 15:00:00
20276,2020-11-10 16:00:00
21568,2020-11-10 16:00:00
20001,2020-11-16 11:00:00
20891,2020-11-06 17:00:00
23707,2020-11-14 13:00:00
11484,2020-11-21 20:00:00
21521,2020-11-17 20:00:00
15004,2020-11-11 18:00:00
17701,2020-11-06 11:00:00
16736,2020-11-16 19:00:00
12359,2020-11-16 16:00:00
18172,2020-11-02 15:00:00
16688,2020-11-17 13:00:00
21914,2020-11-16 12:00:00
13236,2020-11-19 16:00:00
13946,2020-11-27 17:00:00
14642,2020-11-19 19:00:00
15081,2020-11-20 23:00:00
11857,2020-11-02 16:00:00
17333,2020-11-18 20:00:00
12543,2020-11-23 12:00:00
14199,2020-11-13 15:00:00
17186,2020-11-18 18:00:00
23735,2020-11-23 13:00:00
24576,2020-11-26 12:00:00
21312,2020-11-15 15:00:00
11122,2020-11-30 15:00:00
20724,2020-11-25 23:00:00
18048,2020-11-30 11:00:00
23645,2020-11-20 16:00:00
20694,2020-11-25 00:00:00
24490,2020-11-26 13:00:00
20504,2020-11-23 01:00:00
14090,2020-11-29 17:00:00
22692,2020-11-05 13:00:00
23125,2020-11-03 12:00:00
24983,2020-11-23 22:00:00
20216,2020-11-26 20:00:00
14530,2020-11-12 18:00:00
19942,2020-11-20 20:00:00
13797,2020-11-01 19:00:00
20663,2020-11-26 16:00:00
13793,2020-11-26 14:00:00
10156,2020-11-17 13:00:00
20068,2020-11-05 15:00:00
20805,2020-11-15 23:00:00
17939,2020-11-06 23:00:00
10006,2020-11-10 17:00:00
16484,2020-11-13 12:00:00
19041,2020-11-25 12:00:00
10802,2020-11-30 11:00:00
23170,2020-11-04 18:00:00
17657,2020-11-18 16:00:00
21435,2020-11-21 12:00:00
11714,2020-11-26 12:00:00
18472,2020-11-20 17:00:00
13083,2020-11-04 21:00:00
16420,2020-11-04 17:00:00
11353,2020-11-24 12:00:00
11300,2020-11-10 14:00:00
24530,2020-11-19 16:00:00
11069,2020-11-24 18:00:00
16190,2020-11-20 14:00:00
12684,2020-11-16 19:00:00
19816,2020-11-12 12:00:00
13020,2020-11-21 02:00:00
16892,2020-11-30 20:00:00
11016,2020-11-17 23:00:00
17419,2020-11-12 16:00:00
11666,2020-11-12 18:00:00
12740,2020-11-02 15:00:00
14111,2020-11-11 20:00:00
14660,2020-11-02 17:00:00
19646,2020-11-25 11:00:00
20577,2020-11-13 15:00:00
18920,2020-11-14 21:00:00
22496,2020-11-05 11:00:00
12157,2020-11-20 12:00:00
14644,2020-11-13 15:00:00
18196,2020-11-25 17:00:00
15982,2020-11-20 13:00:00
16896,2020-11-02 17:00:00
13487,2020-11-13 16:00:00
12940,2020-11-20 21:00:00
13991,2020-11-24 16:00:00
10671,2020-11-12 12:00:00
10054,2020-11-14 14:00:00
22276,2020-11-19 19:00:00
19217,2020-11-06 13:00:00
14278,2020-11-12 11:00:00
11514,2020-11-12 21:00:00
13807,2020-11-04 18:00:00
24468,2020-11-12 16:00:00
10390,2020-11-09 23:00:00
17511,2020-11-18 22:00:00
17345,2020-11-06 15:00:00
16443,2020-11-18 20:00:00
19328,2020-11-23 19:00:00
24934,2020-11-28 13:00:00
21181,2020-11-07 12:00:00
23526,2020-11-19 18:00:00
15169,2020-11-11 11:00:00
12022,2020-11-19 22:00:00
24833,2020-11-30 19:00:00
19759,2020-11-08 17:00:00
18287,2020-11-12 11:00:00
20340,2020-11-09 16:00:00
21708,2020-11-28 14:00:00
24846,2020-11-04 12:00:00
17145,2020-11-22 13:00:00
23682,2020-11-17 23:00:00
18564,2020-11-29 23:00:00
22395,2020-11-09 18:00:00
14133,2020-11-18 11:00:00
11619,2020-11-26 17:00:00
17891,2020-11-13 12:00:00
23346,2020-11-05 18:00:00
18311,2020-11-21 19:00:00
13611,2020-11-06 17:00:00
23889,2020-11-16 15:00:00
23245,2020-11-20 16:00:00
18619,2020-11-13 19:00:00
22875,2020-11-13 13:00:00
19565,2020-11-18 15:00:00
12049,2020-11-18 12:00:00
10004,2020-11-04 12:00:00
12137,2020-11-23 14:00:00
16457,2020-11-08 17:00:00
18646,2020-11-21 22:00:00
16096,2020-11-09 14:00:00
16842,2020-11-24 23:00:00
23881,2020-11-04 13:00:00
18502,2020-11-11 12:00:00
19559,2020-11-25 16:00:00
13868,2020-11-01 12:00:00
22191,2020-11-23 15:00:00
18146,2020-11-21 12:00:00
18219,2020-11-30 11:00:00
12966,2020-11-10 12:00:00
24470,2020-11-26 12:00:00
13509,2020-11-10 12:00:00
20339,2020-11-13 16:00:00
24325,2020-11-28 17:00:00
21700,2020-11-02 15:00:00
24870,2020-11-24 11:00:00
16603,2020-11-30 19:00:00
16563,2020-11-15 18:00:00
12515,2020-11-28 21:00:00
17865,2020-11-22 13:00:00
13687,2020-11-23 11:00:00
16269,2020-11-06 17:00:00
14215,2020-11-30 19:00:00
18284,2020-11-20 12:00:00
19086,2020-11-02 12:00:00
14275,2020-11-27 11:00:00
22436,2020-11-25 19:00:00
24254,2020-11-14 13:00:00
12120,2020-11-27 14:00:00
10559,2020-11-19 15:00:00
10338,2020-11-27 13:00:00
17179,2020-11-09 16:00:00
20700,2020-11-04 22:00:00
15142,2020-11-03 15:00:00
10412,2020-11-23 14:00:00
13930,2020-11-18 15:00:00
11629,2020-11-20 14:00:00
14018,2020-11-06 17:00:00
23652,2020-11-06 15:00:00
17322,2020-11-06 17:00:00
24092,2020-11-20 13:00:00
21438,2020-11-26 15:00:00
16235,2020-11-14 15:00:00
18276,2020-11-28 15:00:00
22792,2020-11-07 20:00:00
21912,2020-11-06 18:00:00
19111,2020-11-03 12:00:00
14911,2020-11-04 14:00:00
16052,2020-11-18 20:00:00
21275,2020-11-06 23:00:00
15977,2020-11-26 18:00:00
17058,2020-11-18 13:00:00
10953,2020-11-02 21:00:00
19582,2020-11-10 16:00:00
16833,2020-11-16 17:00:00
24207,2020-11-30 12:00:00
12975,2020-11-02 12:00:00
22607,2020-11-18 12:00:00
21829,2020-11-27 15:00:00
20555,2020-11-16 11:00:00
18150,2020-11-30 17:00:00
10158,2020-11-20 12:00:00
13020,2020-11-21 01:00:00
15290,2020-11-09 12:00:00
11586,2020-11-24 16:00:00
10931,2020-11-18 18:00:00
20597,2020-11-17 15:00:00
19506,2020-11-19 21:00:00
16035,2020-11-19 14:00:00
18831,2020-11-17 12:00:00
19543,2020-11-07 13:00:00
11716,2020-11-08 12:00:00
16949,2020-11-17 13:00:00
22469,2020-11-21 22:00:00
24220,2020-11-30 15:00:00
14561,2020-11-23 13:00:00
10606,2020-11-16 13:00:00
18098,2020-11-05 18:00:00
19027,2020-11-20 17:00:00
18528,2020-11-02 16:00:00
11758,2020-11-26 19:00:00
24605,2020-11-08 16:00:00
22805,2020-11-30 19:00:00
15965,2020-11-25 23:00:00
14672,2020-11-30 18:00:00
11713,2020-11-11 15:00:00
14505,2020-11-06 19:00:00
14675,2020-11-06 21:00:00
10816,2020-11-24 19:00:00
22237,2020-11-15 15:00:00
22066,2020-11-01 14:00:00
22554,2020-11-18 18:00:00
14854,2020-11-16 16:00:00
20901,2020-11-18 17:00:00
11239,2020-11-10 12:00:00
23570,2020-11-25 19:00:00
21473,2020-11-19 13:00:00
21693,2020-11-27 18:00:00
22891,2020-11-24 18:00:00
10038,2020-11-03 11:00:00
10115,2020-11-04 20:00:00
24488,2020-11-17 20:00:00
20650,2020-11-27 16:00:00
10608,2020-11-19 16:00:00
24506,2020-11-12 18:00:00
13758,2020-11-09 12:00:00
17062,2020-11-19 18:00:00
13714,2020-11-23 15:00:00
17725,2020-11-09 19:00:00
15623,2020-11-17 20:00:00
18716,2020-11-10 18:00:00
13239,2020-11-03 12:00:00
18321,2020-11-24 13:00:00
18941,2020-11-04 11:00:00
22061,2020-11-05 19:00:00
19077,2020-11-24 17:00:00
13147,2020-11-28 16:00:00
11060,2020-11-19 15:00:00
12813,2020-11-04 21:00:00
12322,2020-11-30 18:00:00
17793,2020-11-11 17:00:00
18017,2020-11-23 11:00:00
16863,2020-11-03 12:00:00
10793,2020-11-12 17:00:00
22886,2020-11-05 22:00:00
16684,2020-11-16 16:00:00
22225,2020-11-14 21:00:00
23551,2020-11-21 16:00:00
10302,2020-11-20 11:00:00
24323,2020-11-05 14:00:00
20147,2020-11-19 00:00:00
11148,2020-11-27 21:00:00
21250,2020-11-14 17:00:00
14122,2020-11-03 23:00:00
17138,2020-11-04 16:00:00
20915,2020-11-18 15:00:00
22537,2020-11-24 22:00:00
20346,2020-11-02 15:00:00
14346,2020-11-25 14:00:00
17687,2020-11-03 13:00:00
22146,2020-11-13 19:00:00
21141,2020-11-05 19:00:00
12717,2020-11-16 17:00:00
18089,2020-11-14 11:00:00
18603,2020-11-26 13:00:00
19556,2020-11-10 16:00:00
14312,2020-11-30 15:00:00
12043,2020-11-03 11:00:00
21709,2020-11-05 18:00:00
16228,2020-11-24 11:00:00
19206,2020-11-03 15:00:00
14202,2020-11-08 01:00:00
22043,2020-11-04 20:00:00
17723,2020-11-02 11:00:00
24570,2020-11-18 15:00:00
17115,2020-11-13 22:00:00
18634,2020-11-13 13:00:00
20856,2020-11-06 00:00:00
14069,2020-11-27 14:00:00
23394,2020-11-02 18:00:00
20453,2020-11-23 15:00:00
18780,2020-11-03 11:00:00
18723,2020-11-14 11:00:00
16229,2020-11-20 13:00:00
14244,2020-11-13 11:00:00
14193,2020-11-20 19:00:00
22605,2020-11-25 12:00:00
24123,2020-11-13 11:00:00
21641,2020-11-17 18:00:00
21185,2020-11-26 23:00:00
10160,2020-11-08 10:00:00
22673,2020-11-23 16:00:00
24365,2020-11-16 16:00:00
16541,2020-11-25 16:00:00
12323,2020-11-25 11:00:00
21352,2020-11-24 11:00:00
12589,2020-11-18 22:00:00
10853,2020-11-13 13:00:00
20155,2020-11-24 15:00:00
19679,2020-11-26 15:00:00
11101,2020-11-17 16:00:00
21289,2020-11-19 15:00:00
16127,2020-11-26 19:00:00
14012,2020-11-03 14:00:00
20233,2020-11-11 14:00:00
12051,2020-11-17 14:00:00
13241,2020-11-05 17:00:00
21769,2020-11-12 12:00:00
15392,2020-11-19 12:00:00
22958,2020-11-06 15:00:00
15161,2020-11-22 01:00:00
24670,2020-11-05 11:00:00
14971,2020-11-19 16:00:00
16299,2020-11-17 13:00:00
17906,2020-11-20 17:00:00
19019,2020-11-28 19:00:00
21310,2020-11-19 19:00:00
24734,2020-11-16 13:00:00
11331,2020-11-16 20:00:00
19023,2020-11-02 11:00:00
19400,2020-11-26 16:00:00
14490,2020-11-24 19:00:00
11267,2020-11-24 16:00:00
12779,2020-11-06 15:00:00
23612,2020-11-26 18:00:00
21820,2020-11-12 19:00:00
18269,2020-11-09 01:00:00
20326,2020-11-11 18:00:00
24235,2020-11-23 19:00:00
21540,2020-11-30 15:00:00
20257,2020-11-11 11:00:00
10064,2020-11-14 17:00:00
16978,2020-11-09 13:00:00
24036,2020-11-10 17:00:00
16166,2020-11-27 22:00:00
20381,2020-11-16 16:00:00
14858,2020-11-18 16:00:00
23683,2020-11-12 15:00:00
11533,2020-11-25 11:00:00
14670,2020-11-16 18:00:00
14333,2020-11-10 17:00:00
12472,2020-11-28 22:00:00
12634,2020-11-03 12:00:00
23523,2020-11-10 19:00:00
21034,2020-11-25 18:00:00
16514,2020-11-11 14:00:00
21915,2020-11-23 19:00:00
18838,2020-11-16 17:00:00
22299,2020-11-12 19:00:00
17656,2020-11-17 13:00:00
10583,2020-11-10 18:00:00
17941,2020-11-27 19:00:00
21274,2020-11-16 19:00:00
19709,2020-11-23 20:00:00
10992,2020-11-20 13:00:00
22874,2020-11-17 01:00:00
10825,2020-11-03 12:00:00
23248,2020-11-10 18:00:00
17739,2020-11-09 18:00:00
23323,2020-11-04 12:00:00
13261,2020-11-26 15:00:00
16126,2020-11-09 15:00:00
24071,2020-11-24 20:00:00
22467,2020-11-06 14:00:00
10542,2020-11-21 17:00:00
22523,2020-11-18 15:00:00
17806,2020-11-28 14:00:00
13641,2020-11-18 01:00:00
13389,2020-11-21 19:00:00
21249,2020-11-27 12:00:00
14087,2020-11-30 12:00:00
18900,2020-11-18 17:00:00
10767,2020-11-01 13:00:00
12932,2020-11-27 12:00:00
10688,2020-11-11 18:00:00
20205,2020-11-28 18:00:00
20573,2020-11-09 17:00:00
15020,2020-11-25 17:00:00
22801,2020-11-02 15:00:00
13683,2020-11-14 16:00:00
23584,2020-11-02 21:00:00
23423,2020-11-06 14:00:00
13996,2020-11-17 17:00:00
11939,2020-11-21 13:00:00
18789,2020-11-30 17:00:00
10228,2020-11-25 18:00:00
19232,2020-11-20 01:00:00
22317,2020-11-27 14:00:00
15532,2020-11-27 17:00:00
15734,2020-11-04 19:00:00
11938,2020-11-12 19:00:00
12561,2020-11-27 11:00:00
11248,2020-11-24 17:00:00
19348,2020-11-06 17:00:00
20524,2020-11-24 18:00:00
21414,2020-11-16 19:00:00
17206,2020-11-06 17:00:00
13020,2020-11-21 14:00:00
24001,2020-11-18 17:00:00
16413,2020-11-16 16:00:00
10772,2020-11-03 17:00:00
14841,2020-11-24 11:00:00
15913,2020-11-18 18:00:00
23918,2020-11-11 13:00:00
23418,2020-11-28 22:00:00
13133,2020-11-19 22:00:00
11828,2020-11-20 18:00:00
16585,2020-11-26 14:00:00
21745,2020-11-10 11:00:00
18320,2020-11-20 14:00:00
22912,2020-11-06 18:00:00
11970,2020-11-25 18:00:00
21083,2020-11-07 23:00:00
13043,2020-11-02 17:00:00
19380,2020-11-02 13:00:00
12205,2020-11-02 13:00:00
12263,2020-11-02 20:00:00
23732,2020-11-07 11:00:00
22624,2020-11-24 12:00:00
12417,2020-11-10 18:00:00
19065,2020-11-13 12:00:00
22669,2020-11-22 20:00:00
19439,2020-11-26 17:00:00
23164,2020-11-16 13:00:00
19994,2020-11-19 13:00:00
13237,2020-11-21 17:00:00
20673,2020-11-24 16:00:00
23927,2020-11-02 15:00:00
10760,2020-11-23 11:00:00
20716,2020-11-11 18:00:00
17241,2020-11-20 19:00:00
18711,2020-11-18 18:00:00
10391,2020-11-05 15:00:00
13228,2020-11-16 12:00:00
12365,2020-11-20 20:00:00
10980,2020-11-10 15:00:00
21173,2020-11-11 17:00:00
18987,2020-11-01 13:00:00
23743,2020-11-16 18:00:00
11529,2020-11-04 11:00:00
15570,2020-11-28 11:00:00
20189,2020-11-16 16:00:00
15716,2020-11-06 15:00:00
13108,2020-11-09 21:00:00
19687,2020-11-27 15:00:00
13249,2020-11-11 19:00:00
23738,2020-11-10 14:00:00
11604,2020-11-02 11:00:00
11191,2020-11-27 14:00:00
12680,2020-11-20 12:00:00
19013,2020-11-06 12:00:00
12371,2020-11-04 12:00:00
11528,2020-11-10 23:00:00
13115,2020-11-02 19:00:00
18958,2020-11-06 17:00:00
20538,2020-11-19 16:00:00
12676,2020-11-06 12:00:00
23674,2020-11-23 19:00:00
21506,2020-11-22 20:00:00
15675,2020-11-03 18:00:00
19125,2020-11-04 18:00:00
16122,2020-11-13 12:00:00
15085,2020-11-06 13:00:00
24373,2020-11-06 12:00:00
18744,2020-11-18 11:00:00
19237,2020-11-30 12:00:00
24560,2020-11-22 13:00:00
14494,2020-11-15 22:00:00
23552,2020-11-04 15:00:00
23536,2020-11-27 13:00:00
12409,2020-11-23 23:00:00
10884,2020-11-30 11:00:00
11931,2020-11-07 12:00:00
22991,2020-11-13 12:00:00
21957,2020-11-24 12:00:00
21499,2020-11-10 16:00:00
19323,2020-11-01 16:00:00
12711,2020-11-28 18:00:00
20443,2020-11-19 13:00:00
19037,2020-11-23 15:00:00
13974,2020-11-11 15:00:00
13225,2020-11-25 11:00:00
12693,2020-11-06 15:00:00
10055,2020-11-17 11:00:00
20230,2020-11-02 12:00:00
23441,2020-11-26 15:00:00
16233,2020-11-24 16:00:00
24407,2020-11-20 13:00:00
18586,2020-11-25 12:00:00
22627,2020-11-27 01:00:00
17982,2020-11-09 17:00:00
18942,2020-11-03 11:00:00
17421,2020-11-25 11:00:00
13048,2020-11-03 15:00:00
15570,2020-11-20 16:00:00
14799,2020-11-04 19:00:00
15030,2020-11-10 12:00:00
10094,2020-11-22 14:00:00
